id,orthography,reading,masteryKey,bccwjRank,bccwjOrigin,edictCommon,inKyoikuBasicVocab,inRokusyuTaisyo,rawPos,verbClass,endingGroup,teFormPattern,transitivity,englishPrimary,englishGlosses,alternateSpellings,sameSpellingOtherReadings,allowedInflections,inflectionNotes,dictionary_jp,dictionary_reading,polite_jp,polite_reading,politePast_jp,politePast_reading,politeNegative_jp,politeNegative_reading,negative_jp,negative_reading,past_jp,past_reading,te_jp,te_reading,potential_jp,potential_reading,passive_jp,passive_reading,causative_jp,causative_reading,causativePassive_jp,causativePassive_reading,volitional_jp,volitional_reading,ba_jp,ba_reading,tara_jp,tara_reading,imperative_jp,imperative_reading,prohibitive_jp,prohibitive_reading
verb-0551,引き摺る,ひきずる,引き摺る,4336,和,True,True,True,v5r,godan,ru,godan-って,transitive,drag along,drag along | pull | force someone along | prolong | drag out | influence strongly | seduce,引きずる | 引ずる | 引摺る,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,引き摺る,ひきずる,引き摺ります,ひきずります,引き摺りました,ひきずりました,引き摺りません,ひきずりません,引き摺らない,ひきずらない,引き摺った,ひきずった,引き摺って,ひきずって,引き摺れる,ひきずれる,引き摺られる,ひきずられる,引き摺らせる,ひきずらせる,引き摺らせられる,ひきずらせられる,引き摺ろう,ひきずろう,引き摺れば,ひきずれば,引き摺ったら,ひきずったら,引き摺れ,ひきずれ,引き摺るな,ひきずるな
verb-0552,漏れる,もれる,漏れる,4342,和,True,True,True,v1,ichidan,ichidan_ru,ichidan-て,intransitive,leak out,leak out | escape | come through | shine through | filter out | be omitted,洩れる,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,漏れる,もれる,漏れます,もれます,漏れました,もれました,漏れません,もれません,漏れない,もれない,漏れた,もれた,漏れて,もれて,漏れられる,もれられる,漏れられる,もれられる,漏れさせる,もれさせる,漏れさせられる,もれさせられる,漏れよう,もれよう,漏れれば,もれれば,漏れたら,もれたら,漏れろ,もれろ,漏れるな,もれるな
verb-0553,呼び掛ける,よびかける,呼び掛ける,4357,和,True,True,True,v1,ichidan,ichidan_ru,ichidan-て,transitive,call out to,call out to | accost | address (crowd) | appeal,呼びかける | 呼掛ける,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,呼び掛ける,よびかける,呼び掛けます,よびかけます,呼び掛けました,よびかけました,呼び掛けません,よびかけません,呼び掛けない,よびかけない,呼び掛けた,よびかけた,呼び掛けて,よびかけて,呼び掛けられる,よびかけられる,呼び掛けられる,よびかけられる,呼び掛けさせる,よびかけさせる,呼び掛けさせられる,よびかけさせられる,呼び掛けよう,よびかけよう,呼び掛ければ,よびかければ,呼び掛けたら,よびかけたら,呼び掛けろ,よびかけろ,呼び掛けるな,よびかけるな
verb-0554,潰す,つぶす,潰す,4363,和,True,True,True,v5s,godan,su,godan-して,transitive,smash,smash | crush | shut down | thwart | block | kill (time) | waste (e.g. talents),,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,潰す,つぶす,潰します,つぶします,潰しました,つぶしました,潰しません,つぶしません,潰さない,つぶさない,潰した,つぶした,潰して,つぶして,潰せる,つぶせる,潰される,つぶされる,潰させる,つぶさせる,潰させられる,つぶさせられる,潰そう,つぶそう,潰せば,つぶせば,潰したら,つぶしたら,潰せ,つぶせ,潰すな,つぶすな
verb-0555,固める,かためる,固める,4370,和,True,True,True,v1,ichidan,ichidan_ru,ichidan-て,transitive,harden,"harden | freeze | strengthen | solidify | make (a fist) | tramp down (snow, dirt) | put together | collect | gather | consolidate | make secure | stabilize | settle down | strengthen (belief, resolution, etc.) | establish (evidence) | fortify | reinforce | support | wear for a specific purpose (armor, coat, etc.) | swear | resolutely vow | sincerely promise | tie tightly | fasten | hold a bow fully drawn",堅める,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,固める,かためる,固めます,かためます,固めました,かためました,固めません,かためません,固めない,かためない,固めた,かためた,固めて,かためて,固められる,かためられる,固められる,かためられる,固めさせる,かためさせる,固めさせられる,かためさせられる,固めよう,かためよう,固めれば,かためれば,固めたら,かためたら,固めろ,かためろ,固めるな,かためるな
verb-0556,晴れる,はれる,晴れる,4385,和,True,True,True,v1,ichidan,ichidan_ru,ichidan-て,intransitive,clear up,clear up | clear away | be sunny | stop raining | refresh (e.g. spirits) | be cleared (e.g. of a suspicion) | be dispelled | be banished,霽れる,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,晴れる,はれる,晴れます,はれます,晴れました,はれました,晴れません,はれません,晴れない,はれない,晴れた,はれた,晴れて,はれて,晴れられる,はれられる,晴れられる,はれられる,晴れさせる,はれさせる,晴れさせられる,はれさせられる,晴れよう,はれよう,晴れれば,はれれば,晴れたら,はれたら,晴れろ,はれろ,晴れるな,はれるな
verb-0557,傷付ける,きずつける,傷付ける,4389,和,True,True,True,v1,ichidan,ichidan_ru,ichidan-て,transitive,wound,"wound | injure | hurt someone's feelings (pride, etc.) | damage | chip | scratch",疵付ける | 傷つける | 疵つける,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,傷付ける,きずつける,傷付けます,きずつけます,傷付けました,きずつけました,傷付けません,きずつけません,傷付けない,きずつけない,傷付けた,きずつけた,傷付けて,きずつけて,傷付けられる,きずつけられる,傷付けられる,きずつけられる,傷付けさせる,きずつけさせる,傷付けさせられる,きずつけさせられる,傷付けよう,きずつけよう,傷付ければ,きずつければ,傷付けたら,きずつけたら,傷付けろ,きずつけろ,傷付けるな,きずつけるな
verb-0558,盛り上がる,もりあがる,盛り上がる,4397,和,True,True,False,v5r,godan,ru,godan-って,intransitive,swell,swell | rise | bulge | be piled up | rouse | get excited,盛りあがる | 盛り上る | 盛上がる | 盛上る,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,盛り上がる,もりあがる,盛り上がります,もりあがります,盛り上がりました,もりあがりました,盛り上がりません,もりあがりません,盛り上がらない,もりあがらない,盛り上がった,もりあがった,盛り上がって,もりあがって,盛り上がれる,もりあがれる,盛り上がられる,もりあがられる,盛り上がらせる,もりあがらせる,盛り上がらせられる,もりあがらせられる,盛り上がろう,もりあがろう,盛り上がれば,もりあがれば,盛り上がったら,もりあがったら,盛り上がれ,もりあがれ,盛り上がるな,もりあがるな
verb-0559,盗む,ぬすむ,盗む,4409,和,True,True,True,v5m,godan,mu,godan-んで,transitive,steal,steal,偸む,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,盗む,ぬすむ,盗みます,ぬすみます,盗みました,ぬすみました,盗みません,ぬすみません,盗まない,ぬすまない,盗んだ,ぬすんだ,盗んで,ぬすんで,盗める,ぬすめる,盗まれる,ぬすまれる,盗ませる,ぬすませる,盗ませられる,ぬすませられる,盗もう,ぬすもう,盗めば,ぬすめば,盗んだら,ぬすんだら,盗め,ぬすめ,盗むな,ぬすむな
verb-0560,取り込む,とりこむ,取り込む,4424,和,True,True,True,v5m,godan,mu,godan-んで,both,take in,take in | bring in | adopt (e.g. behaviour) | introduce | {comp} to capture (e.g. image) | import | win over | please | curry favour with | flatter | defraud of | swindle | embezzle | be busy | be in confusion | have trouble,取込む | 取りこむ,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,取り込む,とりこむ,取り込みます,とりこみます,取り込みました,とりこみました,取り込みません,とりこみません,取り込まない,とりこまない,取り込んだ,とりこんだ,取り込んで,とりこんで,取り込める,とりこめる,取り込まれる,とりこまれる,取り込ませる,とりこませる,取り込ませられる,とりこませられる,取り込もう,とりこもう,取り込めば,とりこめば,取り込んだら,とりこんだら,取り込め,とりこめ,取り込むな,とりこむな
verb-0561,助かる,たすかる,助かる,4443,和,True,True,True,v5r,godan,ru,godan-って,intransitive,be saved,be saved | be rescued | survive | escape harm | be spared damage | be helped | be saved trouble,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,助かる,たすかる,助かります,たすかります,助かりました,たすかりました,助かりません,たすかりません,助からない,たすからない,助かった,たすかった,助かって,たすかって,助かれる,たすかれる,助かられる,たすかられる,助からせる,たすからせる,助からせられる,たすからせられる,助かろう,たすかろう,助かれば,たすかれば,助かったら,たすかったら,助かれ,たすかれ,助かるな,たすかるな
verb-0562,率いる,ひきいる,率いる,4451,和,True,True,False,v1,ichidan,ichidan_ru,ichidan-て,transitive,lead,lead | spearhead (a group) | command (troops),,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,率いる,ひきいる,率います,ひきいます,率いました,ひきいました,率いません,ひきいません,率いない,ひきいない,率いた,ひきいた,率いて,ひきいて,率いられる,ひきいられる,率いられる,ひきいられる,率いさせる,ひきいさせる,率いさせられる,ひきいさせられる,率いよう,ひきいよう,率いれば,ひきいれば,率いたら,ひきいたら,率いろ,ひきいろ,率いるな,ひきいるな
verb-0563,乗り込む,のりこむ,乗り込む,4465,和,True,True,True,v5m,godan,mu,godan-んで,intransitive,board,board | embark on | get into (a car) | man (a ship) | help (someone) into | march into | enter,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,乗り込む,のりこむ,乗り込みます,のりこみます,乗り込みました,のりこみました,乗り込みません,のりこみません,乗り込まない,のりこまない,乗り込んだ,のりこんだ,乗り込んで,のりこんで,乗り込める,のりこめる,乗り込まれる,のりこまれる,乗り込ませる,のりこませる,乗り込ませられる,のりこませられる,乗り込もう,のりこもう,乗り込めば,のりこめば,乗り込んだら,のりこんだら,乗り込め,のりこめ,乗り込むな,のりこむな
verb-0564,謝る,あやまる,謝る,4467,和,True,True,True,v5r,godan,ru,godan-って,unspecified,apologize,apologize | apologise,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,謝る,あやまる,謝ります,あやまります,謝りました,あやまりました,謝りません,あやまりません,謝らない,あやまらない,謝った,あやまった,謝って,あやまって,謝れる,あやまれる,謝られる,あやまられる,謝らせる,あやまらせる,謝らせられる,あやまらせられる,謝ろう,あやまろう,謝れば,あやまれば,謝ったら,あやまったら,謝れ,あやまれ,謝るな,あやまるな
verb-0565,覚める,さめる,覚める,4468,和,True,True,True,v1,ichidan,ichidan_ru,ichidan-て,intransitive,wake,wake | wake up | become sober | sober up | regain consciousness (e.g. after anaesthesia) | come to one's senses | be disillusioned,醒める,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,覚める,さめる,覚めます,さめます,覚めました,さめました,覚めません,さめません,覚めない,さめない,覚めた,さめた,覚めて,さめて,覚められる,さめられる,覚められる,さめられる,覚めさせる,さめさせる,覚めさせられる,さめさせられる,覚めよう,さめよう,覚めれば,さめれば,覚めたら,さめたら,覚めろ,さめろ,覚めるな,さめるな
verb-0566,飲み込む,のみこむ,飲み込む,4469,和,True,True,True,v5m,godan,mu,godan-んで,transitive,gulp down,gulp down | swallow deeply | understand | take in | catch on to | learn | digest,飲込む | のみ込む | 呑み込む | 呑込む,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,飲み込む,のみこむ,飲み込みます,のみこみます,飲み込みました,のみこみました,飲み込みません,のみこみません,飲み込まない,のみこまない,飲み込んだ,のみこんだ,飲み込んで,のみこんで,飲み込める,のみこめる,飲み込まれる,のみこまれる,飲み込ませる,のみこませる,飲み込ませられる,のみこませられる,飲み込もう,のみこもう,飲み込めば,のみこめば,飲み込んだら,のみこんだら,飲み込め,のみこめ,飲み込むな,のみこむな
verb-0567,取り扱う,とりあつかう,取り扱う,4477,和,True,True,True,v5u,godan,u,godan-って,transitive,treat,treat | handle | deal in,取扱う,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,取り扱う,とりあつかう,取り扱います,とりあつかいます,取り扱いました,とりあつかいました,取り扱いません,とりあつかいません,取り扱わない,とりあつかわない,取り扱った,とりあつかった,取り扱って,とりあつかって,取り扱える,とりあつかえる,取り扱われる,とりあつかわれる,取り扱わせる,とりあつかわせる,取り扱わせられる,とりあつかわせられる,取り扱おう,とりあつかおう,取り扱えば,とりあつかえば,取り扱ったら,とりあつかったら,取り扱え,とりあつかえ,取り扱うな,とりあつかうな
verb-0568,捕まえる,つかまえる,捕まえる,4481,和,True,True,True,v1,ichidan,ichidan_ru,ichidan-て,transitive,catch,catch | arrest | seize,捉まえる | 掴まえる,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,捕まえる,つかまえる,捕まえます,つかまえます,捕まえました,つかまえました,捕まえません,つかまえません,捕まえない,つかまえない,捕まえた,つかまえた,捕まえて,つかまえて,捕まえられる,つかまえられる,捕まえられる,つかまえられる,捕まえさせる,つかまえさせる,捕まえさせられる,つかまえさせられる,捕まえよう,つかまえよう,捕まえれば,つかまえれば,捕まえたら,つかまえたら,捕まえろ,つかまえろ,捕まえるな,つかまえるな
verb-0569,名付ける,なづける,名付ける,4502,和,True,True,True,v1,ichidan,ichidan_ru,ichidan-て,transitive,name (someone),name (someone),名づける,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,名付ける,なづける,名付けます,なづけます,名付けました,なづけました,名付けません,なづけません,名付けない,なづけない,名付けた,なづけた,名付けて,なづけて,名付けられる,なづけられる,名付けられる,なづけられる,名付けさせる,なづけさせる,名付けさせられる,なづけさせられる,名付けよう,なづけよう,名付ければ,なづければ,名付けたら,なづけたら,名付けろ,なづけろ,名付けるな,なづけるな
verb-0570,似合う,にあう,似合う,4507,和,True,True,True,v5u,godan,u,godan-って,intransitive,suit,suit | match | become | be like,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,似合う,にあう,似合います,にあいます,似合いました,にあいました,似合いません,にあいません,似合わない,にあわない,似合った,にあった,似合って,にあって,似合える,にあえる,似合われる,にあわれる,似合わせる,にあわせる,似合わせられる,にあわせられる,似合おう,にあおう,似合えば,にあえば,似合ったら,にあったら,似合え,にあえ,似合うな,にあうな
verb-0571,振り向く,ふりむく,振り向く,4509,和,True,True,True,v5k,godan,ku,godan-いて,unspecified,turn one's face,turn one's face | turn around | look over one's shoulder,振向く,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,振り向く,ふりむく,振り向きます,ふりむきます,振り向きました,ふりむきました,振り向きません,ふりむきません,振り向かない,ふりむかない,振り向いた,ふりむいた,振り向いて,ふりむいて,振り向ける,ふりむける,振り向かれる,ふりむかれる,振り向かせる,ふりむかせる,振り向かせられる,ふりむかせられる,振り向こう,ふりむこう,振り向けば,ふりむけば,振り向いたら,ふりむいたら,振り向け,ふりむけ,振り向くな,ふりむくな
verb-0572,飽きる,あきる,飽きる,4512,和,True,True,True,v1,ichidan,ichidan_ru,ichidan-て,intransitive,get tired of,get tired of | lose interest in | have enough,厭きる | 倦きる | 倦る,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,飽きる,あきる,飽きます,あきます,飽きました,あきました,飽きません,あきません,飽きない,あきない,飽きた,あきた,飽きて,あきて,飽きられる,あきられる,飽きられる,あきられる,飽きさせる,あきさせる,飽きさせられる,あきさせられる,飽きよう,あきよう,飽きれば,あきれば,飽きたら,あきたら,飽きろ,あきろ,飽きるな,あきるな
verb-0573,籠もる,こもる,籠もる,4521,和,True,True,True,v5r,godan,ru,godan-って,intransitive,seclude oneself,"seclude oneself | be confined in | be filled (e.g. with emotion, satire, etc.) | be heavy (with) | be stuffy | be implied",籠る | 篭る | 隠る,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,籠もる,こもる,籠もります,こもります,籠もりました,こもりました,籠もりません,こもりません,籠もらない,こもらない,籠もった,こもった,籠もって,こもって,籠もれる,こもれる,籠もられる,こもられる,籠もらせる,こもらせる,籠もらせられる,こもらせられる,籠もろう,こもろう,籠もれば,こもれば,籠もったら,こもったら,籠もれ,こもれ,籠もるな,こもるな
verb-0574,蘇る,よみがえる,蘇る,4535,和,True,True,True,v5r,godan,ru,godan-って,intransitive,be resurrected,be resurrected | be resuscitated | be rehabilitated | be revived | be refreshed | be restored | be recalled (e.g. memories) | be brought back,甦る | 甦える | 蘇える,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,蘇る,よみがえる,蘇ります,よみがえります,蘇りました,よみがえりました,蘇りません,よみがえりません,蘇らない,よみがえらない,蘇った,よみがえった,蘇って,よみがえって,蘇れる,よみがえれる,蘇られる,よみがえられる,蘇らせる,よみがえらせる,蘇らせられる,よみがえらせられる,蘇ろう,よみがえろう,蘇れば,よみがえれば,蘇ったら,よみがえったら,蘇れ,よみがえれ,蘇るな,よみがえるな
verb-0575,鳴らす,ならす,鳴らす,4550,和,True,True,True,v5s,godan,su,godan-して,transitive,ring,ring | sound | chime | beat | snort (nose) | be popular | be esteemed | be reputed | state | insist | complain | fart (loudly),,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,鳴らす,ならす,鳴らします,ならします,鳴らしました,ならしました,鳴らしません,ならしません,鳴らさない,ならさない,鳴らした,ならした,鳴らして,ならして,鳴らせる,ならせる,鳴らされる,ならされる,鳴らさせる,ならさせる,鳴らさせられる,ならさせられる,鳴らそう,ならそう,鳴らせば,ならせば,鳴らしたら,ならしたら,鳴らせ,ならせ,鳴らすな,ならすな
verb-0576,付け加える,つけくわえる,付け加える,4559,和,True,True,True,v1,ichidan,ichidan_ru,ichidan-て,transitive,add one thing to another,add one thing to another,つけ加える | 付加える | 附け加える | 附加える,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,付け加える,つけくわえる,付け加えます,つけくわえます,付け加えました,つけくわえました,付け加えません,つけくわえません,付け加えない,つけくわえない,付け加えた,つけくわえた,付け加えて,つけくわえて,付け加えられる,つけくわえられる,付け加えられる,つけくわえられる,付け加えさせる,つけくわえさせる,付け加えさせられる,つけくわえさせられる,付け加えよう,つけくわえよう,付け加えれば,つけくわえれば,付け加えたら,つけくわえたら,付け加えろ,つけくわえろ,付け加えるな,つけくわえるな
verb-0577,焚く,たく,焚く,4562,和,True,True,True,v5k,godan,ku,godan-いて,transitive,burn,"burn | kindle | build a fire | heat (a bath, stove, etc.) | use (a camera flash)",,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,焚く,たく,焚きます,たきます,焚きました,たきました,焚きません,たきません,焚かない,たかない,焚いた,たいた,焚いて,たいて,焚ける,たける,焚かれる,たかれる,焚かせる,たかせる,焚かせられる,たかせられる,焚こう,たこう,焚けば,たけば,焚いたら,たいたら,焚け,たけ,焚くな,たくな
verb-0578,切り替える,きりかえる,切り替える,4569,和,False,True,True,v1,ichidan,ichidan_ru,ichidan-て,transitive,change,change | exchange | convert | renew | throw a switch | replace | switch over,切替える | 切り換える | 切換える | 切り変える,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,切り替える,きりかえる,切り替えます,きりかえます,切り替えました,きりかえました,切り替えません,きりかえません,切り替えない,きりかえない,切り替えた,きりかえた,切り替えて,きりかえて,切り替えられる,きりかえられる,切り替えられる,きりかえられる,切り替えさせる,きりかえさせる,切り替えさせられる,きりかえさせられる,切り替えよう,きりかえよう,切り替えれば,きりかえれば,切り替えたら,きりかえたら,切り替えろ,きりかえろ,切り替えるな,きりかえるな
verb-0579,整う,ととのう,整う,4598,和,True,True,True,v5u,godan,u,godan-って,intransitive,be prepared,be prepared | be in order | be put in order | be arranged,調う,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,整う,ととのう,整います,ととのいます,整いました,ととのいました,整いません,ととのいません,整わない,ととのわない,整った,ととのった,整って,ととのって,整える,ととのえる,整われる,ととのわれる,整わせる,ととのわせる,整わせられる,ととのわせられる,整おう,ととのおう,整えば,ととのえば,整ったら,ととのったら,整え,ととのえ,整うな,ととのうな
verb-0580,囁く,ささやく,囁く,4611,和,True,True,True,v5k,godan,ku,godan-いて,intransitive,whisper,whisper | murmur | rumor | rumour,私語く,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,囁く,ささやく,囁きます,ささやきます,囁きました,ささやきました,囁きません,ささやきません,囁かない,ささやかない,囁いた,ささやいた,囁いて,ささやいて,囁ける,ささやける,囁かれる,ささやかれる,囁かせる,ささやかせる,囁かせられる,ささやかせられる,囁こう,ささやこう,囁けば,ささやけば,囁いたら,ささやいたら,囁け,ささやけ,囁くな,ささやくな
verb-0581,預かる,あずかる,預かる,4625,和,True,True,True,v5r,godan,ru,godan-って,transitive,look after,look after | take care of | keep | hold on to | keep in custody | take charge of | be entrusted with | receive on deposit | reserve (judgment) | leave undecided,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,預かる,あずかる,預かります,あずかります,預かりました,あずかりました,預かりません,あずかりません,預からない,あずからない,預かった,あずかった,預かって,あずかって,預かれる,あずかれる,預かられる,あずかられる,預からせる,あずからせる,預からせられる,あずからせられる,預かろう,あずかろう,預かれば,あずかれば,預かったら,あずかったら,預かれ,あずかれ,預かるな,あずかるな
verb-0582,写る,うつる,写る,4632,和,True,True,True,v5r,godan,ru,godan-って,intransitive,be photographed,be photographed | be projected,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,写る,うつる,写ります,うつります,写りました,うつりました,写りません,うつりません,写らない,うつらない,写った,うつった,写って,うつって,写れる,うつれる,写られる,うつられる,写らせる,うつらせる,写らせられる,うつらせられる,写ろう,うつろう,写れば,うつれば,写ったら,うつったら,写れ,うつれ,写るな,うつるな
verb-0583,削る,けずる,削る,4647,和,True,True,True,v5r,godan,ru,godan-って,transitive,shave (wood or leather),"shave (wood or leather) | sharpen | plane | whittle | pare | scrape off | shave off (e.g. a budget, expenses, a salary, etc.) | curtail | cut down | cross out | reduce | remove | erase | delete",梳る,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,削る,けずる,削ります,けずります,削りました,けずりました,削りません,けずりません,削らない,けずらない,削った,けずった,削って,けずって,削れる,けずれる,削られる,けずられる,削らせる,けずらせる,削らせられる,けずらせられる,削ろう,けずろう,削れば,けずれば,削ったら,けずったら,削れ,けずれ,削るな,けずるな
verb-0584,捕まる,つかまる,捕まる,4660,和,True,True,True,v5r,godan,ru,godan-って,intransitive,be caught,be caught | be arrested | hold on to | grasp | find (e.g. proof) | get (e.g. a taxi) | be detained by,掴まる | 捉まる | 摑まる,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,捕まる,つかまる,捕まります,つかまります,捕まりました,つかまりました,捕まりません,つかまりません,捕まらない,つかまらない,捕まった,つかまった,捕まって,つかまって,捕まれる,つかまれる,捕まられる,つかまられる,捕まらせる,つかまらせる,捕まらせられる,つかまらせられる,捕まろう,つかまろう,捕まれば,つかまれば,捕まったら,つかまったら,捕まれ,つかまれ,捕まるな,つかまるな
verb-0585,馴染む,なじむ,馴染む,4666,和,False,True,False,v5m,godan,mu,godan-んで,intransitive,become familiar with,become familiar with | fit in | adapt oneself | get used to | grow accustomed to,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,馴染む,なじむ,馴染みます,なじみます,馴染みました,なじみました,馴染みません,なじみません,馴染まない,なじまない,馴染んだ,なじんだ,馴染んで,なじんで,馴染める,なじめる,馴染まれる,なじまれる,馴染ませる,なじませる,馴染ませられる,なじませられる,馴染もう,なじもう,馴染めば,なじめば,馴染んだら,なじんだら,馴染め,なじめ,馴染むな,なじむな
verb-0586,取り除く,とりのぞく,取り除く,4673,和,True,True,True,v5k,godan,ku,godan-いて,transitive,remove,remove | deinstall | take away | set apart,取除く,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,取り除く,とりのぞく,取り除きます,とりのぞきます,取り除きました,とりのぞきました,取り除きません,とりのぞきません,取り除かない,とりのぞかない,取り除いた,とりのぞいた,取り除いて,とりのぞいて,取り除ける,とりのぞける,取り除かれる,とりのぞかれる,取り除かせる,とりのぞかせる,取り除かせられる,とりのぞかせられる,取り除こう,とりのぞこう,取り除けば,とりのぞけば,取り除いたら,とりのぞいたら,取り除け,とりのぞけ,取り除くな,とりのぞくな
verb-0587,書き込む,かきこむ,書き込む,4679,和,True,True,True,v5m,godan,mu,godan-んで,transitive,"fill in (field, entry, etc.)","fill in (field, entry, etc.) | fill out (form) | post a message (e.g. on a bulletin-board) | store",書きこむ,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,書き込む,かきこむ,書き込みます,かきこみます,書き込みました,かきこみました,書き込みません,かきこみません,書き込まない,かきこまない,書き込んだ,かきこんだ,書き込んで,かきこんで,書き込める,かきこめる,書き込まれる,かきこまれる,書き込ませる,かきこませる,書き込ませられる,かきこませられる,書き込もう,かきこもう,書き込めば,かきこめば,書き込んだら,かきこんだら,書き込め,かきこめ,書き込むな,かきこむな
verb-0588,読み取る,よみとる,読み取る,4683,和,False,True,False,v5r,godan,ru,godan-って,transitive,read (someone's) mind,"read (someone's) mind | read between the lines | read (a calibration, a tape, etc.) | read (out)",読みとる | 読取る,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,読み取る,よみとる,読み取ります,よみとります,読み取りました,よみとりました,読み取りません,よみとりません,読み取らない,よみとらない,読み取った,よみとった,読み取って,よみとって,読み取れる,よみとれる,読み取られる,よみとられる,読み取らせる,よみとらせる,読み取らせられる,よみとらせられる,読み取ろう,よみとろう,読み取れば,よみとれば,読み取ったら,よみとったら,読み取れ,よみとれ,読み取るな,よみとるな
