id,frequency_rank,source,source_id,source_rank,orthography,reading,romaji,english,verb_class,te_form_pattern,transitivity,register,example_ja,example_en
jv-1024,1024,native_bccwj,verb-0619,4972,攻める,せめる,semeru,attack,ichidan_ru,ichidan-て,transitive,standard,会で相手に強く攻めた。,Someone pushed back hard in the meeting.
jv-1025,1025,native_bccwj,verb-0620,4976,雇う,やとう,yatou,employ,u,godan-って,transitive,standard,授業で雇った。,I employed in class.
jv-1026,1026,native_bccwj,verb-0621,4981,逃げ出す,にげだす,nigedasu,run away,su,godan-して,intransitive,standard,朝、公園で逃げ出した。,I exercised in the park in the morning.
jv-1027,1027,native_bccwj,verb-0622,4984,臨む,のぞむ,nozomu,look out on,mu,godan-んで,intransitive,standard,夜、短い動画を臨んだ。,I watched a short video at night.
jv-1028,1028,slang,slang-0151,151,過疎る,かそる,kasoru,be dead / deserted online,godan,godan-って,unspecified,internet,そのチャットは過疎った。,That chat became deserted.
jv-1029,1029,kango_suru,kango-suru-0256,256,回避する,かいひする,kaihi suru,avoid,suru,suru-して,unspecified,standard,人混みを回避した。,I avoided the crowd.
jv-1030,1030,native_bccwj,verb-0623,4998,欠く,かく,kaku,chip,ku,godan-いて,transitive,standard,古い皿の端が欠いた。,The edge of the old plate chipped.
jv-1031,1031,native_bccwj,verb-0624,4999,酔う,よう,you,get drunk,u,godan-って,intransitive,standard,友だちから本を酔った。,I received a book from my friend.
jv-1032,1032,native_bccwj,verb-0625,5002,結び付ける,むすびつける,musubitsukeru,combine,ichidan_ru,ichidan-て,transitive,standard,二つの案を結び付けた。,I combined the two ideas.
jv-1033,1033,native_bccwj,verb-0626,5007,割れる,われる,wareru,break,ichidan_ru,ichidan-て,intransitive,standard,古いコップが急に割れた。,The old cup suddenly broke.
jv-1034,1034,native_bccwj,verb-0627,5013,蹴る,ける,keru,kick,ru,godan-って,transitive,standard,ボールを強く蹴った。,I kicked the ball hard.
jv-1035,1035,kango_suru,kango-suru-0257,257,避難する,ひなんする,hinan suru,evacuate,suru,suru-して,unspecified,standard,大雨で学校へ避難した。,We evacuated to the school because of heavy rain.
jv-1036,1036,native_bccwj,verb-0628,5023,撫でる,なでる,naderu,brush gently,ichidan_ru,ichidan-て,transitive,standard,猫の頭を撫でた。,I gently stroked the cat’s head.
jv-1037,1037,native_bccwj,verb-0629,5024,引き継ぐ,ひきつぐ,hikitsugu,take over,gu,godan-いで,transitive,standard,かばんから本を引き継いだ。,I took a book out of my bag.
jv-1038,1038,native_bccwj,verb-0630,5028,冷やす,ひやす,hiyasu,cool (from room temperature),su,godan-して,transitive,standard,熱いお茶を少し冷やした。,I cooled the hot tea a little.
jv-1039,1039,slang,slang-0152,152,バックレる,ばっくれる,bakkureru,skip out; abandon without notice,ichidan,ichidan-て,unspecified,slang,友だちとの約束をバックレた。,I skipped my plan with a friend.
jv-1040,1040,native_bccwj,verb-0631,5031,纏まる,まとまる,matomaru,be collected,ru,godan-って,intransitive,standard,授業で纏まった。,I was collected in class.
jv-1041,1041,native_bccwj,verb-0632,5034,引っ掛かる,ひっかかる,hikkakaru,be caught in,ru,godan-って,intransitive,standard,彼は警察に引っ掛かった。,He was caught by the police.
jv-1042,1042,kango_suru,kango-suru-0258,258,救助する,きゅうじょする,kyuujo suru,rescue,suru,suru-して,unspecified,standard,消防士が子どもを救助した。,The firefighter rescued the child.
jv-1043,1043,native_bccwj,verb-0633,5051,引き取る,ひきとる,hikitoru,take over,ru,godan-って,transitive,standard,かばんから本を引き取った。,I took a book out of my bag.
jv-1044,1044,kango_suru,kango-suru-0259,259,支援する,しえんする,shien suru,support,suru,suru-して,unspecified,standard,会で相手に強く支援した。,Someone pushed back hard in the meeting.
jv-1045,1045,native_bccwj,verb-0634,5068,見送る,みおくる,miokuru,"see off (e.g. to the station, an airport, etc.)",ru,godan-って,transitive,standard,夜、短い動画を見送った。,I watched a short video at night.
jv-1046,1046,slang,slang-0153,153,天井する,てんじょうする,tenjou suru,hit pity ceiling in gacha,suru,suru-して,unspecified,gaming,ガチャでついに天井した。,I finally hit pity in the gacha.
jv-1047,1047,native_bccwj,verb-0635,5078,呼び出す,よびだす,yobidasu,summon,su,godan-して,transitive,standard,数字を呼び出した。,I calculated the numbers.
jv-1048,1048,native_bccwj,verb-0636,5082,縛る,しばる,shibaru,tie,ru,godan-って,transitive,standard,靴のひもを縛った。,I tied my shoelaces.
jv-1049,1049,native_bccwj,verb-0637,5086,誤る,あやまる,ayamaru,make a mistake,ru,godan-って,intransitive,standard,週末に新しい物を誤った。,I made something new on the weekend.
jv-1050,1050,kango_suru,kango-suru-0260,260,寄与する,きよする,kiyo suru,contribute,suru,suru-して,unspecified,standard,彼はチームに寄与した。,He contributed to the team.
jv-1051,1051,native_bccwj,verb-0638,5092,干す,ほす,hosu,air,su,godan-して,transitive,standard,洗った服を外に干した。,I hung the washed clothes outside.
jv-1052,1052,native_bccwj,verb-0639,5100,癒す,いやす,iyasu,heal,su,godan-して,transitive,standard,昨日、体の調子が悪くて癒した。,I felt unwell yesterday.
jv-1053,1053,kango_suru,kango-suru-0261,261,貢献する,こうけんする,kouken suru,contribute,suru,suru-して,unspecified,standard,授業で貢献した。,I contributed in class.
jv-1054,1054,slang,slang-0154,154,ステマする,すてまする,sutema suru,astroturf,suru,suru-して,unspecified,internet,会社がネットでステマした。,The company astroturfed online.
jv-1055,1055,native_bccwj,verb-0640,5121,持ち出す,もちだす,mochidasu,take out,su,godan-して,transitive,standard,かばんから本を持ち出した。,I took a book out of my bag.
jv-1056,1056,native_bccwj,verb-0641,5127,立ち止まる,たちどまる,tachidomaru,stop,ru,godan-って,unspecified,standard,駅の前で車が立ち止まった。,The car stopped in front of the station.
jv-1057,1057,kango_suru,kango-suru-0262,262,発言する,はつげんする,hatsugen suru,speak,suru,suru-して,unspecified,standard,友だちと駅で少し発言した。,I talked a little with a friend at the station.
jv-1058,1058,native_bccwj,verb-0642,5138,怒鳴る,どなる,donaru,shout,ru,godan-って,intransitive,standard,子どもが助けを求めて怒鳴った。,The child shouted for help.
jv-1059,1059,slang,slang-0155,155,即レスする,そくれすする,sokuresu suru,reply immediately,suru,suru-して,unspecified,internet,先生の質問にすぐ即レスした。,I answered the teacher’s question quickly.
jv-1060,1060,kango_suru,kango-suru-0263,263,演説する,えんぜつする,enzetsu suru,make a speech,suru,suru-して,unspecified,standard,週末に新しい物を演説した。,I made something new on the weekend.
jv-1061,1061,native_bccwj,verb-0643,5172,目覚める,めざめる,mezameru,wake up,ichidan_ru,ichidan-て,unspecified,standard,今朝は六時に目覚めた。,I got up at six this morning.
jv-1062,1062,native_bccwj,verb-0644,5182,持ち上げる,もちあげる,mochiageru,elevate,ichidan_ru,ichidan-て,transitive,standard,重い箱を持ち上げた。,I lifted the heavy box.
jv-1063,1063,kango_suru,kango-suru-0264,264,応答する,おうとうする,outou suru,respond,suru,suru-して,unspecified,standard,先生の質問に応答した。,I responded to the teacher’s question.
jv-1064,1064,native_bccwj,verb-0645,5192,折れる,おれる,oreru,break,ichidan_ru,ichidan-て,intransitive,standard,古いコップが急に折れた。,The old cup suddenly broke.
jv-1065,1065,slang,slang-0156,156,アニメ化する,あにめかする,animeka suru,get animated,suru,suru-して,unspecified,fandom,友だちから本をアニメ化した。,I received a book from my friend.
jv-1066,1066,native_bccwj,verb-0646,5193,強める,つよめる,tsuyomeru,strengthen,ichidan_ru,ichidan-て,transitive,standard,チームの守りを強めた。,We strengthened the team’s defense.
jv-1067,1067,kango_suru,kango-suru-0265,265,返答する,へんとうする,hentou suru,reply,suru,suru-して,unspecified,standard,先生の質問にすぐ返答した。,I answered the teacher’s question quickly.
jv-1068,1068,native_bccwj,verb-0647,5208,果てる,はてる,hateru,end,ichidan_ru,ichidan-て,intransitive,standard,夕方までに仕事が果てた。,The work finished by evening.
jv-1069,1069,native_bccwj,verb-0648,5212,睨む,にらむ,niramu,glare at,mu,godan-んで,transitive,standard,相手を睨んだ。,I glared at at the other person.
jv-1070,1070,native_bccwj,verb-0649,5215,祭る,まつる,matsuru,deify,ru,godan-って,transitive,standard,昔の人は山を祭った。,People long ago worshiped the mountain.
jv-1071,1071,kango_suru,kango-suru-0266,266,回答する,かいとうする,kaitou suru,answer,suru,suru-して,unspecified,standard,先生の質問にすぐ回答した。,I answered the teacher’s question quickly.
jv-1072,1072,slang,slang-0157,157,垢消しする,あかけしする,akakeshi suru,delete an account,suru,suru-して,unspecified,internet,古いアカウントを垢消しした。,I deleted my old account.
jv-1073,1073,native_bccwj,verb-0650,5238,駆け付ける,かけつける,kaketsukeru,run to,ichidan_ru,ichidan-て,intransitive,standard,朝、公園で駆け付けた。,I exercised in the park in the morning.
jv-1074,1074,native_bccwj,verb-0651,5245,見下ろす,みおろす,miorosu,overlook,su,godan-して,transitive,standard,窓から町を見下ろした。,I looked down over the town from the window.
jv-1075,1075,kango_suru,kango-suru-0267,267,同意する,どういする,doui suru,consent,suru,suru-して,unspecified,standard,その意見に同意した。,I consented with that opinion.
jv-1076,1076,native_bccwj,verb-0652,5256,固まる,かたまる,katamaru,harden,ru,godan-って,intransitive,standard,授業で固まった。,I hardened in class.
jv-1077,1077,native_bccwj,verb-0653,5259,銜える,くわえる,kuwaeru,hold in one's mouth,ichidan_ru,ichidan-て,transitive,standard,重いかばんを駅まで銜えた。,I carried a heavy bag to the station.
jv-1078,1078,native_bccwj,verb-0654,5264,仕掛ける,しかける,shikakeru,commence,ichidan_ru,ichidan-て,transitive,standard,彼は小さないたずらを仕掛けた。,He set up a small prank.
jv-1079,1079,native_bccwj,verb-0655,5271,見張る,みはる,miharu,stand watch,ru,godan-って,transitive,standard,夜、短い動画を見張った。,I watched a short video at night.
jv-1080,1080,slang,slang-0158,158,逆張りする,ぎゃくばりする,gyakubari suru,take a contrarian stance,suru,suru-して,unspecified,internet,かばんから本を逆張りした。,I took a book out of my bag.
jv-1081,1081,kango_suru,kango-suru-0268,268,否定する,ひていする,hitei suru,deny,suru,suru-して,unspecified,standard,彼はその話を否定した。,He denied the story.
jv-1082,1082,native_bccwj,verb-0656,5282,悟る,さとる,satoru,perceive,ru,godan-って,transitive,standard,彼は自分のミスを悟った。,He realized his own mistake.
jv-1083,1083,kango_suru,kango-suru-0269,269,主張する,しゅちょうする,shuchou suru,assert,suru,suru-して,unspecified,standard,彼は自分の意見を主張した。,He asserted his opinion.
jv-1084,1084,native_bccwj,verb-0657,5303,劣る,おとる,otoru,be inferior to,ru,godan-って,intransitive,standard,弟は兄より少し劣った。,My younger brother was slightly inferior to my older brother.
jv-1085,1085,native_bccwj,verb-0658,5314,据える,すえる,sueru,place (in position),ichidan_ru,ichidan-て,transitive,standard,机の上にメモを据えた。,I put a memo on the desk.
jv-1086,1086,slang,slang-0159,159,深読みする,ふかよみする,fukayomi suru,over-interpret,suru,suru-して,unspecified,internet,友だちのために短い文を深読みした。,I translated a short sentence for my friend.
jv-1087,1087,native_bccwj,verb-0659,5318,焼ける,やける,yakeru,burn,ichidan_ru,ichidan-て,intransitive,standard,古い紙がすぐ焼けた。,The old paper burned quickly.
jv-1088,1088,kango_suru,kango-suru-0270,270,離婚する,りこんする,rikon suru,get divorced,suru,suru-して,unspecified,standard,友だちから本を離婚した。,I received a book from my friend.
jv-1089,1089,kango_suru,kango-suru-0271,271,改正する,かいせいする,kaisei suru,revise,suru,suru-して,unspecified,standard,授業で改正した。,I revised in class.
jv-1090,1090,slang,slang-0160,160,考察する,こうさつする,kousatsu suru,theorize / analyze lore,suru,suru-して,unspecified,internet,帰る前にもう一度考察した。,I thought about it once more before going home.
jv-1091,1091,native_bccwj,verb-0660,5366,取り消す,とりけす,torikesu,cancel,su,godan-して,transitive,standard,授業で取り消した。,I canceled in class.
jv-1092,1092,kango_suru,kango-suru-0272,272,保管する,ほかんする,hokan suru,store,suru,suru-して,unspecified,standard,水を保管した。,I stored water.
jv-1093,1093,native_bccwj,verb-0661,5378,知り合う,しりあう,shiriau,get to know (someone),u,godan-って,intransitive,standard,ニュースでその名前を知り合った。,I learned that name from the news.
jv-1094,1094,native_bccwj,verb-0662,5391,受け継ぐ,うけつぐ,uketsugu,inherit,gu,godan-いで,transitive,standard,父の店を受け継いだ。,I inherited my father’s shop.
jv-1095,1095,slang,slang-0161,161,だらける,だらける,darakeru,laze around,ichidan,ichidan-て,unspecified,colloquial,日曜は家でだらけた。,I lazed around at home on Sunday.
jv-1096,1096,kango_suru,kango-suru-0273,273,申告する,しんこくする,shinkoku suru,declare,suru,suru-して,unspecified,standard,彼は収入を申告した。,He declared his income.
jv-1097,1097,native_bccwj,verb-0663,5417,流行る,はやる,hayaru,be popular,ru,godan-って,intransitive,standard,彼はクラスで流行った。,He was popular in class.
jv-1098,1098,kango_suru,kango-suru-0274,274,返品する,へんぴんする,henpin suru,return an item,suru,suru-して,unspecified,standard,店に服を返品した。,I returned clothes to the shop.
jv-1099,1099,native_bccwj,verb-0664,5428,染める,そめる,someru,dye,ichidan_ru,ichidan-て,transitive,standard,髪を茶色に染めた。,I dyed my hair brown.
jv-1100,1100,slang,slang-0162,162,捗る,はかどる,hakadoru,make good progress,godan,godan-って,unspecified,internet,週末に新しい物を捗った。,I made something new on the weekend.
jv-1101,1101,native_bccwj,verb-0665,5446,生う,おう,ou,grow,u,godan-って,transitive,standard,庭に草が生った。,Grass grew in the garden.
jv-1102,1102,native_bccwj,verb-0666,5448,呆れる,あきれる,akireru,be amazed,ichidan_ru,ichidan-て,intransitive,standard,友だちの言葉に呆れた。,I was amazed by my friend’s words.
jv-1103,1103,kango_suru,kango-suru-0275,275,融資する,ゆうしする,yuushi suru,finance,suru,suru-して,unspecified,standard,銀行が店にお金を融資した。,The bank financed the shop.
jv-1104,1104,kango_suru,kango-suru-0276,276,入金する,にゅうきんする,nyuukin suru,deposit,suru,suru-して,unspecified,standard,銀行でお金を入金した。,I deposited money at the bank.
jv-1105,1105,native_bccwj,verb-0667,5474,曲げる,まげる,mageru,bend,ichidan_ru,ichidan-て,transitive,standard,細い棒を曲げた。,I bent the thin stick.
jv-1106,1106,slang,slang-0163,163,ワンパンする,わんぱんする,wanpan suru,one-shot,suru,suru-して,unspecified,gaming,ボスを一撃でワンパンした。,I one-shot the boss.
jv-1107,1107,kango_suru,kango-suru-0277,277,出金する,しゅっきんする,shukkin suru,withdraw,suru,suru-して,unspecified,standard,銀行でお金を出金した。,I withdrew money at the bank.
jv-1108,1108,native_bccwj,verb-0668,5520,転がる,ころがる,korogaru,roll,ru,godan-って,intransitive,standard,ボールが道を転がった。,The ball rolled down the road.
jv-1109,1109,slang,slang-0164,164,クソリプする,くそりぷする,kusoripu suru,leave a trash reply,suru,suru-して,unspecified,internet,先生の質問にすぐクソリプした。,I answered the teacher’s question quickly.
jv-1110,1110,kango_suru,kango-suru-0278,278,貯金する,ちょきんする,chokin suru,save money,suru,suru-して,unspecified,standard,大事なことをノートに貯金した。,I recorded the important thing in my notebook.
jv-1111,1111,native_bccwj,verb-0669,5524,追い付く,おいつく,oitsuku,overtake,ku,godan-いて,intransitive,standard,駅の前で友だちに追い付いた。,I caught up with my friend in front of the station.
jv-1112,1112,native_bccwj,verb-0670,5531,補う,おぎなう,oginau,compensate for,u,godan-って,transitive,standard,授業で補った。,I compensated for in class.
jv-1113,1113,native_bccwj,verb-0671,5532,尽きる,つきる,tsukiru,be used up,ichidan_ru,ichidan-て,intransitive,standard,お金が全部尽きた。,All the money was used up.
jv-1114,1114,native_bccwj,verb-0672,5542,捕らわれる,とらわれる,torawareru,be caught,ichidan_ru,ichidan-て,intransitive,standard,彼は昔の考えに捕らわれた。,He was caught up in old ideas.
jv-1115,1115,kango_suru,kango-suru-0279,279,負担する,ふたんする,futan suru,bear a cost,suru,suru-して,unspecified,standard,この本は千円負担した。,This book cost one thousand yen.
jv-1116,1116,native_bccwj,verb-0673,5560,這う,はう,hau,creep,u,godan-って,intransitive,standard,虫が壁を這った。,The bug crawled along the wall.
jv-1117,1117,slang,slang-0165,165,スルーする,するーする,suruu suru,ignore / pass over,suru,suru-して,unspecified,colloquial,変なコメントをスルーした。,I ignored the strange comment.
jv-1118,1118,native_bccwj,verb-0674,5569,親しむ,したしむ,shitashimu,be intimate with,mu,godan-んで,intransitive,standard,子どもたちは本に親しんだ。,The children became familiar with books.
jv-1119,1119,kango_suru,kango-suru-0280,280,発達する,はったつする,hattatsu suru,develop,suru,suru-して,unspecified,standard,新しいアプリを発達した。,I developed a new app.
jv-1120,1120,native_bccwj,verb-0675,5575,折る,おる,oru,break,ru,godan-って,transitive,standard,古いコップが急に折った。,The old cup suddenly broke.
jv-1121,1121,kango_suru,kango-suru-0281,281,成立する,せいりつする,seiritsu suru,be established,suru,suru-して,unspecified,standard,授業で成立した。,I was established in class.
jv-1122,1122,native_bccwj,verb-0676,5604,委ねる,ゆだねる,yudaneru,entrust (a matter) to,ichidan_ru,ichidan-て,transitive,standard,仕事を友だちに委ねた。,I entrusted to the task to a friend.
jv-1123,1123,slang,slang-0166,166,ブッ刺さる,ぶっささる,bussasaru,hit hard emotionally,godan,godan-って,unspecified,slang,その言葉が心にブッ刺さった。,Those words hit me hard.
jv-1124,1124,native_bccwj,verb-0677,5606,余る,あまる,amaru,remain,ru,godan-って,intransitive,standard,机の上にメモが余った。,A note remained on the desk.
jv-1125,1125,native_bccwj,verb-0678,5607,打ち込む,うちこむ,uchikomu,"drive in (e.g. nail, stake)",mu,godan-んで,transitive,standard,父は駅まで車を打ち込んだ。,My father drove the car to the station.
jv-1126,1126,native_bccwj,verb-0679,5608,追い込む,おいこむ,oikomu,herd,mu,godan-んで,transitive,standard,相手を壁ぎわに追い込んだ。,I cornered the other person by the wall.
jv-1127,1127,native_bccwj,verb-0680,5611,通り過ぎる,とおりすぎる,toorisugiru,pass,ichidan_ru,ichidan-て,intransitive,standard,授業で通り過ぎた。,I passed in class.
jv-1128,1128,kango_suru,kango-suru-0282,282,形成する,けいせいする,keisei suru,form,suru,suru-して,unspecified,standard,新しいチームを形成した。,We formed a new team.
jv-1129,1129,native_bccwj,verb-0681,5622,断つ,たつ,tatsu,sever,tsu,godan-って,transitive,standard,古い関係を断った。,I cut off the old relationship.
jv-1130,1130,native_bccwj,verb-0682,5637,冷める,さめる,sameru,become cool (e.g. from a high temperature to room temperature),ichidan_ru,ichidan-て,intransitive,standard,夕方、空が暗く冷めた。,The sky became dark in the evening.
jv-1131,1131,native_bccwj,verb-0683,5643,損なう,そこなう,sokonau,harm,u,godan-って,unspecified,standard,強い言葉が友だちを損なった。,Harsh words harmed my friend.
jv-1132,1132,kango_suru,kango-suru-0283,283,解消する,かいしょうする,kaishou suru,eliminate,suru,suru-して,unspecified,standard,小さな問題を解消した。,I eliminated the small problem.
jv-1133,1133,slang,slang-0167,167,ブッ飛ぶ,ぶっとぶ,buttobu,get blown away,godan,godan-んで,unspecified,slang,友だちから本をブッ飛んだ。,I received a book from my friend.
jv-1134,1134,native_bccwj,verb-0684,5657,枯れる,かれる,kareru,wither (of a plant),ichidan_ru,ichidan-て,intransitive,standard,暑さで花が枯れた。,The flower withered in the heat.
jv-1135,1135,kango_suru,kango-suru-0284,284,進化する,しんかする,shinka suru,evolve,suru,suru-して,unspecified,standard,その考えは少し進化した。,That idea evolved a little.
jv-1136,1136,native_bccwj,verb-0685,5672,差し込む,さしこむ,sashikomu,insert,mu,godan-んで,unspecified,standard,カードを機械に差し込んだ。,I inserted the card into the machine.
jv-1137,1137,native_bccwj,verb-0686,5680,携わる,たずさわる,tazusawaru,engage in,ru,godan-って,intransitive,standard,兄はその仕事に携わった。,My brother was involved in that work.
jv-1138,1138,native_bccwj,verb-0687,5683,鍛える,きたえる,kitaeru,forge,ichidan_ru,ichidan-て,transitive,standard,毎日体を鍛えた。,I trained my body every day.
jv-1139,1139,slang,slang-0168,168,DM凸する,でぃーえむとつする,diiemutotsu suru,jump into someone's DMs,suru,suru-して,unspecified,internet,子どもは水たまりをDM凸した。,The child jumped over the puddle.
jv-1140,1140,kango_suru,kango-suru-0285,285,進行する,しんこうする,shinkou suru,progress,suru,suru-して,unspecified,standard,計画は予定どおり進行した。,The plan progressed as scheduled.
jv-1141,1141,native_bccwj,verb-0688,5695,組み込む,くみこむ,kumikomu,insert,mu,godan-んで,transitive,standard,カードを機械に組み込んだ。,I inserted the card into the machine.
jv-1142,1142,native_bccwj,verb-0689,5715,振り込む,ふりこむ,furikomu,make a payment via bank deposit transfer,mu,godan-んで,unspecified,standard,週末に新しい物を振り込んだ。,I made something new on the weekend.
jv-1143,1143,kango_suru,kango-suru-0286,286,進出する,しんしゅつする,shinshutsu suru,expand into,suru,suru-して,unspecified,standard,画像を少し進出した。,I expanded into the image a little.
jv-1144,1144,native_bccwj,verb-0690,5731,明ける,あける,akeru,"open (a door, etc.)",ichidan_ru,ichidan-て,both,standard,朝、店が早く明けた。,The shop opened early in the morning.
jv-1145,1145,slang,slang-0169,169,論破する,ろんぱする,ronpa suru,own in debate,suru,suru-して,unspecified,internet,SNSで相手を論破した。,I owned the other person in an online debate.
jv-1146,1146,native_bccwj,verb-0691,5736,富む,とむ,tomu,be rich,mu,godan-んで,intransitive,standard,授業で富んだ。,I was rich in class.
jv-1147,1147,native_bccwj,verb-0692,5738,当て嵌まる,あてはまる,atehamaru,apply (a rule),ru,godan-って,unspecified,standard,新しい仕事に当て嵌まった。,I applied for a new job.
jv-1148,1148,native_bccwj,verb-0693,5740,仕える,つかえる,tsukaeru,serve,ichidan_ru,ichidan-て,intransitive,standard,彼は長く会社に仕えた。,He served the company for a long time.
jv-1149,1149,native_bccwj,verb-0694,5743,言い替える,いいかえる,iikaeru,say in other words,ichidan_ru,ichidan-て,transitive,standard,会で大事な点を言い替えた。,I said the important point at the meeting.
jv-1150,1150,kango_suru,kango-suru-0287,287,欠勤する,けっきんする,kekkin suru,be absent from work,suru,suru-して,unspecified,standard,兄は駅の近くで欠勤した。,My brother worked near the station.
jv-1151,1151,native_bccwj,verb-0695,5748,下回る,したまわる,shitamawaru,"fall below (esp. figures: profits, unemployment rate, etc.)",ru,godan-って,transitive,standard,階段でかばんが下回った。,My bag fell on the stairs.
jv-1152,1152,native_bccwj,verb-0696,5758,冷える,ひえる,hieru,"grow cold (from room temperature, e.g. in refrigerator)",ichidan_ru,ichidan-て,intransitive,standard,水が冷えた。,The water got cold.
jv-1153,1153,native_bccwj,verb-0697,5760,抱き締める,だきしめる,dakishimeru,hug someone close,ichidan_ru,ichidan-て,transitive,standard,夜、駅の店が抱き締めた。,The station shop closed at night.
jv-1154,1154,kango_suru,kango-suru-0288,288,接待する,せったいする,settai suru,entertain,suru,suru-して,unspecified,standard,客を店で接待した。,I entertained customers at the shop.
jv-1155,1155,slang,slang-0170,170,論破される,ろんぱされる,ronpasareru,get owned in debate,ichidan,ichidan-て,unspecified,internet,友だちから本を論破された。,I received a book from my friend.
jv-1156,1156,native_bccwj,verb-0698,5780,駆る,かる,karu,drive (car),ru,godan-って,transitive,standard,父は駅まで車を駆った。,My father drove the car to the station.
jv-1157,1157,kango_suru,kango-suru-0289,289,非難する,ひなんする,hinan suru,blame,suru,suru-して,unspecified,standard,会で相手に強く非難した。,Someone pushed back hard in the meeting.
jv-1158,1158,native_bccwj,verb-0699,5795,散る,ちる,chiru,"fall (e.g. blossoms, leaves)",ru,godan-って,intransitive,standard,階段でかばんが散った。,My bag fell on the stairs.
jv-1159,1159,native_bccwj,verb-0700,5805,誓う,ちかう,chikau,swear,u,godan-って,transitive,standard,二度としないと誓った。,I swore I would never do it again.
jv-1160,1160,slang,slang-0171,171,レスバする,れすばする,resuba suru,have an online argument,suru,suru-して,unspecified,internet,夜、SNSでレスバした。,I had an online argument at night.
jv-1161,1161,kango_suru,kango-suru-0290,290,抗議する,こうぎする,kougi suru,protest,suru,suru-して,unspecified,standard,学生は校則に抗議した。,The students protested the school rule.
jv-1162,1162,native_bccwj,verb-0701,5822,留める,とどめる,todomeru,stop,ichidan_ru,ichidan-て,transitive,standard,駅の前で車が留めた。,The car stopped in front of the station.
jv-1163,1163,native_bccwj,verb-0702,5832,励ます,はげます,hagemasu,encourage,su,godan-して,transitive,standard,友だちを励ました。,I encouraged my friend.
jv-1164,1164,native_bccwj,verb-0703,5835,持ち帰る,もちかえる,mochikaeru,bring back,ru,godan-って,transitive,standard,重いかばんを駅まで持ち帰った。,I carried a heavy bag to the station.
jv-1165,1165,kango_suru,kango-suru-0291,291,優勝する,ゆうしょうする,yuushou suru,win a championship,suru,suru-して,unspecified,standard,私たちのチームが優勝した。,Our team won.
jv-1166,1166,native_bccwj,verb-0704,5844,拒む,こばむ,kobamu,refuse,mu,godan-んで,transitive,standard,会で相手に強く拒んだ。,Someone pushed back hard in the meeting.
jv-1167,1167,native_bccwj,verb-0705,5854,写す,うつす,utsusu,transcribe,su,godan-して,transitive,standard,黒板の文をノートに写した。,I copied the sentence from the board into my notebook.
jv-1168,1168,native_bccwj,verb-0706,5858,打ち出す,うちだす,uchidasu,begin,su,godan-して,transitive,standard,九時に授業が打ち出した。,Class began at nine.
jv-1169,1169,slang,slang-0172,172,こじらせる,こじらせる,kojiraseru,get twisted / overcomplicate,ichidan,ichidan-て,unspecified,slang,友だちから本をこじらせた。,I received a book from my friend.
jv-1170,1170,native_bccwj,verb-0707,5862,聞かす,きかす,kikasu,inform about,su,godan-して,transitive,standard,友だちに短く聞かした。,I informed about it briefly to my friend.
jv-1171,1171,kango_suru,kango-suru-0292,292,雇用する,こようする,koyou suru,employ,suru,suru-して,unspecified,standard,会社は新しい人を雇用した。,The company employed a new person.
jv-1172,1172,native_bccwj,verb-0708,5893,吸い込む,すいこむ,suikomu,inhale,mu,godan-んで,transitive,standard,冷たい空気を吸い込んだ。,I inhaled the cold air.
jv-1173,1173,kango_suru,kango-suru-0293,293,採点する,さいてんする,saiten suru,grade,suru,suru-して,unspecified,standard,先生がテストを採点した。,The teacher graded the test.
jv-1174,1174,native_bccwj,verb-0709,5899,張り付ける,はりつける,haritsukeru,paste,ichidan_ru,ichidan-て,transitive,standard,紙に写真を張り付けた。,I pasted the photo onto the paper.
jv-1175,1175,slang,slang-0173,173,説教する,せっきょうする,sekkyou suru,lecture someone,suru,suru-して,unspecified,slang,兄は弟に長く説教した。,My older brother lectured my younger brother for a long time.
jv-1176,1176,native_bccwj,verb-0710,5903,着替える,きかえる,kikaeru,change one's clothes,ichidan_ru,ichidan-て,unspecified,standard,午後から天気が着替えた。,The weather changed in the afternoon.
jv-1177,1177,native_bccwj,verb-0711,5906,称える,たたえる,tataeru,extol,ichidan_ru,ichidan-て,transitive,standard,授業で称えた。,I extoled in class.
jv-1178,1178,native_bccwj,verb-0712,5911,強まる,つよまる,tsuyomaru,get strong,ru,godan-って,intransitive,standard,友だちから本を強まった。,I received a book from my friend.
jv-1179,1179,kango_suru,kango-suru-0294,294,判定する,はんていする,hantei suru,judge,suru,suru-して,unspecified,standard,先生は答えを判定した。,The teacher judged the answer.
jv-1180,1180,native_bccwj,verb-0713,5943,見渡す,みわたす,miwatasu,look out over,su,godan-して,transitive,standard,夜、短い動画を見渡した。,I watched a short video at night.
jv-1181,1181,kango_suru,kango-suru-0295,295,認定する,にんていする,nintei suru,certify,suru,suru-して,unspecified,standard,学校がその力を認定した。,The school certified that skill.
jv-1182,1182,slang,slang-0174,174,圧勝する,あっしょうする,asshou suru,win easily,suru,suru-して,unspecified,gaming,私たちのチームが圧勝した。,Our team won.
jv-1183,1183,native_bccwj,verb-0714,5958,責める,せめる,semeru,condemn,ichidan_ru,ichidan-て,transitive,standard,彼は自分のミスを責めた。,He blamed himself for the mistake.
jv-1184,1184,kango_suru,kango-suru-0296,296,推進する,すいしんする,suishin suru,promote,suru,suru-して,unspecified,standard,授業で推進した。,I promoted in class.
